1,12,71,3
101,18,3,3
97,14,83,3
1,25,83,3
1,22,97,3
58,11,53,3
6,15,107,3
123,3,113,3
13,9,19,3
58,11,2,4
13,9,2,4
1,19,89,3
67,0,17,3
29,11,29,4
95,23,7,3
1,12,67,3
97,14,53,3
2,20,3,4
97,14,107,3
95,16,79,3
7,37,73,3
83,1,13,3
65,2,2,3
123,3,103,3
55,34,107,3
97,14,113,3
65,2,67,3
6,5,73,3
119,6,43,3
55,35,67,3
101,29,61,3
1,25,97,3
101,29,79,3
83,1,17,3
1,19,109,3
2,20,23,3
5,24,89,3
2,20,97,3
123,3,23,3
2,21,31,3
119,6,61,3
67,0,11,3
1,39,103,3
97,14,61,3
95,30,113,3
2,20,2,4
5,24,113,3
13,10,37,3
1,11,31,3
6,15,5,3
1,22,61,3
13,9,7,3
97,14,59,3
2,21,23,3
2,21,107,3
1,26,83,3
1,25,109,3
67,0,41,3
5,24,47,3
95,36,37,3
95,36,101,3
17,31,41,3
97,14,71,3
101,18,109,3
1,26,5,3
95,16,103,3
119,6,3,3
101,29,59,3
1,39,73,3
65,2,103,3
97,14,2,3
119,6,41,3
1,33,37,3
95,36,79,3
95,23,67,3
6,5,83,3
123,3,43,3
95,36,19,4
5,7,109,3
101,18,89,3
97,14,43,3
101,29,73,3
119,4,103,3
1,20,41,3
1,39,7,3
65,2,71,3
1,19,3,3
5,36,103,3
29,8,97,3
7,27,17,3
97,14,41,3
95,16,11,3
1,33,3,3
13,10,17,3
114,17,79,3
17,31,89,3
5,36,29,3
101,18,5,3
97,32,41,3
119,6,103,3
114,17,19,4
95,30,89,3
95,23,13,3
6,17,103,3
6,5,11,3
1,33,113,3
1,25,2,3
95,16,101,3
95,30,97,3
1,19,29,3
5,36,43,3
119,4,3,3
101,18,7,3
67,0,47,3
7,27,83,3
6,15,79,3
1,19,19,3
1,39,41,3
2,21,2,4
123,3,47,3
1,12,13,3
55,34,103,3
55,35,11,4
65,2,7,3
7,37,79,3
95,16,31,3
6,5,67,3
119,4,71,3
65,2,19,3
95,23,47,3
5,35,61,3
1,19,13,3
119,6,79,3
1,11,109,3
95,30,83,3
95,30,13,3
1,12,101,3
95,23,37,3
101,29,47,3
7,37,31,3
123,3,101,3
5,7,37,3
123,3,3,4
13,9,109,3
13,9,103,3
67,0,101,3
1,22,103,3
1,20,43,3
1,11,41,3
7,37,53,3
67,0,31,3
1,12,109,3
5,35,41,3
83,1,89,3
17,31,97,3
1,12,23,3
5,24,101,3
13,9,61,3
1,39,5,4
83,1,73,3
13,10,113,3
95,30,19,4
5,30,7,3
1,25,61,3
7,27,67,3
119,4,89,3
97,14,7,3
5,7,47,3
1,33,29,3
1,21,2,4
67,0,73,3
119,13,5,3
95,23,107,3
1,20,109,3
1,25,103,3
97,32,61,3
13,9,29,3
83,1,59,3
1,19,53,3
7,37,61,3
55,34,23,3
7,27,5,3
67,0,89,3
17,31,107,3
1,12,7,3
1,33,79,3
6,17,97,3
67,0,61,3
97,32,79,3
55,34,5,4
5,35,7,3
95,23,73,3
6,15,101,3
119,13,71,3
13,9,5,3
95,23,109,3
5,24,11,3
1,22,23,3
11,34,71,3
1,19,37,3
41,3,61,3
1,19,7,3
38,28,103,3
97,32,97,4
97,14,73,3
5,24,41,3
65,2,17,3
67,0,5,3
13,10,2,4
13,10,107,3
1,12,2,3
83,1,29,3
1,19,103,3
1,11,19,3
5,35,113,3
83,1,71,3
38,28,13,3
1,25,37,3
13,10,59,3
5,35,107,3
95,16,71,3
1,20,53,3
6,17,89,3
97,14,17,3
6,15,13,3
97,14,109,3
6,15,59,3
5,7,29,3
83,1,3,3
1,11,101,3
1,39,107,3
17,31,109,3
1,25,29,3
17,31,37,3
11,34,3,3
13,9,107,3
5,7,61,3
1,32,19,3
1,38,83,3
5,36,47,3
1,25,101,3
1,22,3,3
95,23,61,3
1,21,53,3
7,27,31,3
1,25,23,3
119,4,73,3
5,7,41,3
1,39,17,3
119,6,83,3
38,28,83,3
13,10,7,3
1,20,79,3
17,31,23,3
119,13,89,3
101,29,19,3
1,19,2,4
1,12,61,3
17,31,113,3
1,11,107,3
97,14,11,3
83,1,41,3
1,21,67,3
17,31,59,3
1,12,113,3
1,33,67,3
6,5,43,3
101,29,71,3
5,30,67,3
65,2,23,3
1,11,11,3
5,36,113,3
17,31,43,3
5,30,41,3
119,6,97,3
13,10,23,3
5,35,101,3
65,2,13,4
119,4,2,3
5,36,7,3
101,18,61,3
101,18,73,3
7,37,7,4
5,35,89,3
1,21,3,4
119,6,31,3
5,36,17,3
1,38,11,3
119,4,17,4
83,1,97,3
119,6,73,3
6,15,2,4
7,27,89,3
1,20,67,3
1,19,5,3
5,7,7,3
5,36,83,3
97,14,101,3
1,21,79,3
7,4,23,3
97,14,47,3
1,32,107,3
3,15,2,4
1,11,67,3
5,30,53,3
1,19,31,3
1,39,5,4
1,26,113,3
95,16,43,3
1,25,17,3
5,2,29,3
1,20,107,3
41,3,79,3
1,22,53,3
1,32,31,3
5,7,2,3
101,18,13,3
1,38,101,3
5,7,103,3
11,34,97,3
1,11,61,3
5,2,73,3
95,23,113,3
13,10,19,3
38,28,47,3
1,38,113,3
101,29,89,3
5,36,107,3
6,5,71,3
1,19,101,3
3,15,31,3
11,34,11,4
1,20,73,3
38,28,61,3
6,5,101,3
1,38,97,3
1,21,97,3
1,21,59,3
1,11,47,3
1,21,61,3
1,25,13,3
1,39,29,3
119,13,79,3
119,13,59,3
1,21,19,3
1,34,109,3
5,24,43,3
1,11,43,3
95,23,23,3
7,27,113,3
5,24,83,3
38,28,89,3
5,36,3,3
38,28,59,3
83,1,101,3
29,8,61,3
41,3,29,3
1,39,13,3
1,37,19,3
1,38,73,3
1,38,103,3
7,4,83,3
1,33,41,3
13,10,13,4
1,37,113,3
119,6,89,3
1,22,11,4
95,23,83,3
101,29,29,3
7,27,47,3
6,17,41,3
29,8,107,3
95,23,5,4
97,14,29,3
38,28,17,3
29,8,23,3
19,23,29,3
1,21,113,3
1,39,89,3
1,37,89,3
5,2,47,3
7,27,53,3
7,4,101,3
1,10,109,3
29,8,103,3
3,15,3,4
7,27,59,3
1,38,107,3
1,39,71,3
7,27,13,3
13,9,71,3
119,13,67,3
1,20,17,3
1,38,23,3
1,37,43,3
1,33,97,3
5,24,53,3
5,24,3,3
6,5,79,3
7,4,7,4
119,6,107,3
41,3,5,3
6,5,5,3
1,20,2,4
5,7,113,3
13,9,113,3
5,2,5,4
5,24,5,4
95,16,37,3
13,9,83,3
119,13,13,3
1,19,2,4
101,18,37,3
1,39,3,3
1,10,89,3
1,24,71,3
1,38,2,4
1,15,37,3
119,13,23,3
1,19,107,3
101,18,97,3
83,1,47,3
41,3,31,3
38,28,53,3
119,13,43,3
6,5,7,3
13,9,41,3
5,36,67,3
19,23,79,3
1,4,61,3
119,6,5,3
1,33,71,3
1,11,73,3
1,19,61,3
1,39,53,3
1,19,73,3
101,29,23,3
5,35,37,3
97,14,37,3
5,36,61,3
97,14,19,3
19,23,31,3
1,19,79,3
1,22,13,3
1,2,53,3
1,26,2,3
1,32,3,3
1,2,3,3
1,19,67,3
1,25,47,3
97,14,67,3
38,28,41,3
38,28,67,3
5,35,73,3
1,21,3,4
1,25,3,3
6,17,7,3
5,35,23,3
1,19,23,3
1,20,19,3
29,8,41,3
1,34,59,3
101,18,2,3
1,24,67,3
6,17,5,3
1,37,37,3
29,8,113,3
1,12,31,3
119,13,113,3
38,28,7,3
101,29,83,3
29,8,2,4
1,22,5,3
119,13,17,4
38,28,2,4
7,27,11,3
29,8,109,3
1,37,5,3
19,28,5,3
101,29,37,3
1,24,79,3
119,6,17,4
13,9,89,3
7,27,61,3
41,3,41,4
1,32,29,3
1,39,97,3
83,1,113,3
1,22,43,3
1,33,11,3
5,7,11,3
1,38,3,3
19,28,19,4
6,5,113,3
19,23,19,4
1,15,11,3
13,9,79,3
1,3,59,3
1,33,7,3
1,15,41,3
1,3,107,3
1,34,7,3
1,4,113,3
7,13,7,4
29,8,53,3
83,1,23,3
67,0,109,3
1,13,73,3
1,28,3,3
1,39,2,3
6,17,83,3
5,30,61,3
1,3,37,3
1,12,103,3
1,12,43,3
1,38,79,3
101,18,31,3
1,26,41,3
7,27,73,3
1,25,31,3
13,9,97,3
7,6,59,3
1,10,83,3
1,33,19,3
1,23,71,3
1,25,5,3
1,39,79,3
95,16,5,4
19,16,97,3
101,29,7,3
29,8,67,3
1,38,19,3
1,34,53,3
83,1,103,3
1,11,89,3
1,24,97,3
5,30,47,3
1,15,29,3
5,30,71,3
7,27,29,3
67,0,3,3
5,7,17,3
6,5,2,4
101,29,41,3
1,23,101,3
67,0,19,3
3,5,89,3
7,6,29,3
1,13,19,3
7,27,79,3
1,2,41,3
101,18,79,3
19,16,113,3
1,34,43,3
1,11,83,3
7,27,43,3
67,0,71,3
83,1,107,3
1,13,97,3
1,23,11,3
1,4,67,3
83,1,83,4
101,18,83,3
5,36,109,3
1,22,29,3
5,30,79,3
1,2,89,3
1,34,73,3
1,28,2,4
5,30,73,3
1,4,5,3
1,22,41,3
1,23,41,3
13,9,23,3
1,39,43,3
101,29,109,3
3,5,19,3
1,25,89,3
1,12,17,3
1,28,23,3
1,26,59,3
6,17,61,3
1,11,3,3
5,35,53,3
1,11,13,3
5,7,5,4
1,1,67,3
67,0,13,3
7,6,67,3
5,35,2,3
5,30,29,3
1,10,11,3
7,6,109,3
1,4,97,3
1,2,101,3
1,23,97,3
1,20,71,3
1,37,29,3
1,39,101,3
1,11,23,3
1,11,71,3
1,23,103,3
1,3,97,3
1,26,23,3
1,24,2,3
1,20,101,3
7,27,23,3
1,33,73,3
5,36,11,3
29,8,17,3
5,35,3,3
1,11,97,3
6,17,13,3
1,22,107,3
1,22,2,3
67,0,2,3
1,3,19,3
1,23,59,3
29,8,19,3
5,36,23,3
5,30,3,3
1,38,41,3
101,18,103,3
1,37,11,3
1,13,3,3
1,25,41,3
101,18,11,3
1,20,89,3
5,36,89,3
1,7,79,3
1,1,5,3
1,20,47,3
1,22,101,3
1,38,13,3
1,26,3,3
1,23,89,3
1,20,7,3
29,8,13,3
97,14,31,3
6,17,23,3
97,14,3,3
19,16,3,3
1,19,83,3
1,26,7,3
1,13,61,3
7,27,7,4
1,12,3,3
1,22,67,3
1,21,71,3
7,6,53,3
1,34,13,3
101,29,67,3
1,34,29,3
6,17,101,3
6,17,29,3
1,39,47,3
19,16,109,3
97,14,97,4
1,14,13,3
1,26,47,3
1,13,31,3
67,0,83,3
1,34,113,3
6,17,73,3
6,17,71,3
1,37,17,3
19,16,73,3
1,19,41,3
1,27,71,3
1,34,31,3
1,22,79,3
1,15,19,3
7,6,37,3
1,27,37,3
1,27,2,4
1,38,5,3
1,12,41,3
5,35,29,3
1,27,103,3
1,15,47,3
3,5,47,3
101,29,17,3
1,11,59,3
1,15,61,3
1,34,19,3
6,17,3,4
1,34,83,3
1,27,109,3
1,7,43,3
1,10,79,3
5,35,71,3
1,38,61,3
1,22,47,3
1,12,83,3
2,17,2,4
5,30,101,3
1,7,107,3
101,29,97,3
1,10,61,3
5,30,37,3
101,29,31,3
7,6,7,4
1,32,89,3
1,21,103,3
1,21,37,3
1,25,59,3
1,17,109,3
101,18,47,3
5,30,2,3
1,25,113,3
101,18,43,3
1,20,29,3
1,26,73,3
5,36,2,3
1,22,31,3
1,26,103,3
1,33,107,3
1,27,2,4
1,17,67,3
1,32,83,3
17,31,53,3
1,2,97,3
1,32,47,3
3,5,97,3
1,24,13,3
1,33,17,3
19,16,19,4
1,39,59,3
3,5,13,3
1,14,79,3
1,23,53,3
1,19,113,3
29,8,89,3
101,18,19,3
1,26,37,3
1,26,29,3
3,5,2,4
5,36,97,3
1,4,11,3
1,38,43,3
101,18,101,4
1,15,103,3
1,37,59,3
1,27,97,3
1,32,7,3
3,5,107,3
1,39,109,3
1,13,29,3
1,15,83,3
1,24,103,3
1,7,71,3
3,5,61,3
1,22,83,3
1,38,17,3
67,0,67,4
1,0,29,3
1,7,13,3
1,7,31,3
1,10,43,3
29,8,29,4
1,18,113,3
1,21,47,3
13,9,13,4
101,29,101,4
5,35,47,3
1,21,89,3
1,17,53,3
1,20,13,3
1,21,83,3
1,8,5,3
1,24,29,3
1,17,107,3
1,20,5,3
1,38,89,3
1,38,67,3
1,3,11,3
1,24,59,3
1,16,17,3
1,25,53,3
1,4,31,3
1,24,7,3
1,11,2,4
1,18,59,3
3,5,2,4
1,17,43,3
17,31,67,3
1,26,31,3
1,39,11,3
1,32,23,3
1,7,67,3
1,17,47,3
1,20,103,3
1,19,43,3
1,27,19,3
3,5,53,3
1,21,41,3
1,8,59,3
1,9,3,3
1,6,113,3
1,38,31,3
1,32,67,3
1,34,37,3
17,31,17,4
1,6,47,3
1,7,83,3
1,1,79,3
5,35,43,3
1,28,79,3
1,34,79,3
1,34,41,3
1,24,31,3
1,22,59,3
1,26,19,3
1,33,103,3
1,24,73,3
1,38,37,3
1,8,47,3
1,6,2,3
5,30,23,3
1,17,113,3
1,21,109,3
1,31,83,3
3,5,59,3
1,12,37,3
1,37,107,3
1,19,2,4
1,25,43,3
1,20,59,3
3,5,3,4
1,9,2,4
1,31,101,3
1,15,97,3
1,9,31,3
1,38,71,3
1,9,101,3
1,33,61,3
1,32,59,3
1,8,83,3
1,22,73,3
1,3,7,3
1,6,11,3
1,3,73,3
1,1,2,3
1,5,37,3
1,3,53,3
1,28,43,3
1,33,89,3
1,13,47,3
1,18,107,3
5,35,17,3
5,30,5,4
1,15,67,3
1,32,37,3
1,2,61,3
1,31,71,3
1,20,31,3
1,34,89,3
1,22,109,3
1,5,2,4
5,36,31,3
1,22,89,3
1,3,2,3
1,8,101,3
1,10,3,3
1,10,73,3
1,1,31,3
5,36,53,3
1,16,107,3
1,1,37,3
1,0,43,3
1,20,113,3
1,18,67,3
1,26,71,3
1,4,41,3
1,26,43,3
1,9,11,3
1,16,59,3
1,31,103,3
5,35,59,3
5,36,5,4
1,4,53,3
5,35,19,3
1,31,3,3
1,10,41,3
1,31,19,3
1,8,3,3
1,7,23,3
1,17,37,3
1,15,3,4
1,5,103,3
1,17,17,3
1,13,101,3
1,32,17,3
5,35,5,4
1,16,53,3
1,1,19,3
1,12,89,3
1,12,29,3
1,37,7,4
1,33,2,3
1,17,31,3
1,28,101,3
1,21,101,3
1,10,29,3
1,13,107,3
1,13,53,3
1,26,107,3
1,8,11,3
1,12,97,3
1,39,67,3
1,9,59,3
1,20,11,3
1,35,103,3
1,0,7,3
1,22,113,3
1,10,5,3
1,10,71,3
1,31,29,3
1,23,2,3
1,15,71,3
1,5,31,3
1,15,53,3
1,34,47,3
1,16,61,3
1,29,43,3
1,11,103,3
1,15,7,3
1,7,101,3
1,31,11,3
1,31,13,3
1,10,53,3
1,10,97,3
1,31,31,3
1,20,83,3
1,29,53,3
1,33,83,3
1,34,17,3
1,5,29,3
1,33,53,3
1,15,109,3
1,32,101,3
1,32,103,3
1,19,11,3
1,30,11,3
1,7,53,3
1,0,2,3
1,0,3,3
1,0,5,3
1,0,7,3
1,0,11,3
1,0,13,3
1,0,17,3
1,0,19,3
1,0,23,3
1,0,29,3
1,0,31,3
1,0,37,3
1,0,41,3
1,0,43,3
1,0,47,3
1,0,53,3
1,0,59,3
1,0,61,3
1,0,67,3
1,0,71,3
1,0,73,3
1,0,79,3
1,0,83,3
1,0,89,3
1,0,97,3
1,0,101,3
1,0,103,3
1,0,107,3
1,0,109,3
1,0,113,3
1,1,2,3
1,1,3,3
1,1,5,3
1,1,7,3
1,1,11,3
1,1,13,3
1,1,17,3
1,1,19,3
1,1,23,3
1,1,29,3
1,1,31,3
1,1,37,3
1,1,41,3
1,1,43,3
1,1,47,3
1,1,53,3
1,1,59,3
1,1,61,3
1,1,67,3
1,1,71,3
1,1,73,3
1,1,79,3
1,1,83,3
1,1,89,3
1,1,97,3
1,1,101,3
1,1,103,3
1,1,107,3
1,1,109,3
1,1,113,3
1,2,2,3
1,2,3,3
1,2,5,3
1,2,7,3
1,2,11,3
1,2,13,3
1,2,17,3
1,2,19,3
1,2,23,3
1,2,29,3
1,2,31,3
1,2,37,3
1,2,41,3
1,2,43,3
1,2,47,3
1,2,53,3
1,2,59,3
1,2,61,3
1,2,67,3
1,2,71,3
1,2,73,3
1,2,79,3
1,2,83,3
1,2,89,3
1,2,97,3
1,2,101,3
1,2,103,3
1,2,107,3
1,2,109,3
1,2,113,3
1,3,2,3
1,3,3,3
1,3,5,3
1,3,7,3
1,3,11,3
1,3,13,3
1,3,17,3
1,3,19,3
1,3,23,3
1,3,29,3
1,3,31,3
1,3,37,3
1,3,41,3
1,3,43,3
1,3,47,3
1,3,53,3
1,3,59,3
1,3,61,3
1,3,67,3
1,3,71,3
1,3,73,3
1,3,79,3
1,3,83,3
1,3,89,3
1,3,97,3
1,3,101,3
1,3,103,3
1,3,107,3
1,3,109,3
1,3,113,3
1,4,2,3
1,4,3,3
1,4,5,3
1,4,7,3
1,4,11,3
1,4,13,3
1,4,17,3
1,4,19,3
1,4,23,3
1,4,29,3
1,4,31,3
1,4,37,3
1,4,41,3
1,4,43,3
1,4,47,3
1,4,53,3
1,4,59,3
1,4,61,3
1,4,67,3
1,4,71,3
1,4,73,3
1,4,79,3
1,4,83,3
1,4,89,3
1,4,97,3
1,4,101,3
1,4,103,3
1,4,107,3
1,4,109,3
1,4,113,3
1,5,2,3
1,5,3,3
1,5,5,3
1,5,7,3
1,5,11,3
1,5,13,3
1,5,17,3
1,5,19,3
1,5,23,3
1,5,29,3
1,5,31,3
1,5,37,3
1,5,41,3
1,5,43,3
1,5,47,3
1,5,53,3
1,5,59,3
1,5,61,3
1,5,67,3
1,5,71,3
1,5,73,3
1,5,79,3
1,5,83,3
1,5,89,3
1,5,97,3
1,5,101,3
1,5,103,3
1,5,107,3
1,5,109,3
1,5,113,3
1,6,2,3
1,6,3,3
1,6,5,3
1,6,7,3
1,6,11,3
1,6,13,3
1,6,17,3
1,6,19,3
1,6,23,3
1,6,29,3
1,6,31,3
1,6,37,3
1,6,41,3
1,6,43,3
1,6,47,3
1,6,53,3
1,6,59,3
1,6,61,3
1,6,67,3
1,6,71,3
1,6,73,3
1,6,79,3
1,6,83,3
1,6,89,3
1,6,97,3
1,6,101,3
1,6,103,3
1,6,107,3
1,6,109,3
1,6,113,3
1,7,2,3
1,7,3,3
1,7,5,3
1,7,7,3
1,7,11,3
1,7,13,3
1,7,17,3
1,7,19,3
1,7,23,3
1,7,29,3
1,7,31,3
1,7,37,3
1,7,41,3
1,7,43,3
1,7,47,3
1,7,53,3
1,7,59,3
1,7,61,3
1,7,67,3
1,7,71,3
1,7,73,3
1,7,79,3
1,7,83,3
1,7,89,3
1,7,97,3
1,7,101,3
1,7,103,3
1,7,107,3
1,7,109,3
1,7,113,3
1,8,2,3
1,8,3,3
1,8,5,3
1,8,7,3
1,8,11,3
1,8,13,3
1,8,17,3
1,8,19,3
1,8,23,3
1,8,29,3
1,8,31,3
1,8,37,3
1,8,41,3
1,8,43,3
1,8,47,3
1,8,53,3
1,8,59,3
1,8,61,3
1,8,67,3
1,8,71,3
1,8,73,3
1,8,79,3
1,8,83,3
1,8,89,3
1,8,97,3
1,8,101,3
1,8,103,3
1,8,107,3
1,8,109,3
1,8,113,3
1,9,2,3
1,9,3,3
1,9,5,3
1,9,7,3
1,9,11,3
1,9,13,3
1,9,17,3
1,9,19,3
1,9,23,3
1,9,29,3
1,9,31,3
1,9,37,3
1,9,41,3
1,9,43,3
1,9,47,3
1,9,53,3
1,9,59,3
1,9,61,3
1,9,67,3
1,9,71,3
1,9,73,3
1,9,79,3
1,9,83,3
1,9,89,3
1,9,97,3
1,9,101,3
1,9,103,3
1,9,107,3
1,9,109,3
1,9,113,3
1,10,2,3
1,10,3,3
1,10,5,3
1,10,7,3
1,10,11,3
1,10,13,3
1,10,17,3
1,10,19,3
1,10,23,3
1,10,29,3
1,10,31,3
1,10,37,3
1,10,41,3
1,10,43,3
1,10,47,3
1,10,53,3
1,10,59,3
1,10,61,3
1,10,67,3
1,10,71,3
1,10,73,3
1,10,79,3
1,10,83,3
1,10,89,3
1,10,97,3
1,10,101,3
1,10,103,3
1,10,107,3
1,10,109,3
1,10,113,3
1,11,2,3
1,11,3,3
1,11,5,3
1,11,7,3
1,11,11,3
1,11,13,3
1,11,17,3
1,11,19,3
1,11,23,3
1,11,29,3
1,11,31,3
1,11,37,3
1,11,41,3
1,11,43,3
1,11,47,3
1,11,53,3
1,11,59,3
1,11,61,3
1,11,67,3
1,11,71,3
1,11,73,3
1,11,79,3
1,11,83,3
1,11,89,3
1,11,97,3
1,11,101,3
1,11,103,3
1,11,107,3
1,11,109,3
1,11,113,3
1,12,2,3
1,12,3,3
1,12,5,3
1,12,7,3
1,12,11,3
1,12,13,3
1,12,17,3
1,12,19,3
1,12,23,3
1,12,29,3
1,12,31,3
1,12,37,3
1,12,41,3
1,12,43,3
1,12,47,3
1,12,53,3
1,12,59,3
1,12,61,3
1,12,67,3
1,12,71,3
1,12,73,3
1,12,79,3
1,12,83,3
1,12,89,3
1,12,97,3
1,12,101,3
1,12,103,3
1,12,107,3
1,12,109,3
1,12,113,3
1,13,2,3
1,13,3,3
1,13,5,3
1,13,7,3
1,13,11,3
1,13,13,3
1,13,17,3
1,13,19,3
1,13,23,3
1,13,29,3
1,13,31,3
1,13,37,3
1,13,41,3
1,13,43,3
1,13,47,3
1,13,53,3
1,13,59,3
1,13,61,3
1,13,67,3
1,13,71,3
1,13,73,3
1,13,79,3
1,13,83,3
1,13,89,3
1,13,97,3
1,13,101,3
1,13,103,3
1,13,107,3
1,13,109,3
1,13,113,3
1,14,2,3
1,14,3,3
1,14,5,3
1,14,7,3
1,14,11,3
1,14,13,3
1,14,17,3
1,14,19,3
1,14,23,3
1,14,29,3
1,14,31,3
1,14,37,3
1,14,41,3
1,14,43,3
1,14,47,3
1,14,53,3
1,14,59,3
1,14,61,3
1,14,67,3
1,14,71,3
1,14,73,3
1,14,79,3
1,14,83,3
1,14,89,3
1,14,97,3
1,14,101,3
1,14,103,3
1,14,107,3
1,14,109,3
1,14,113,3
1,15,2,3
1,15,3,3
1,15,5,3
1,15,7,3
1,15,11,3
1,15,13,3
1,15,17,3
1,15,19,3
1,15,23,3
1,15,29,3
1,15,31,3
1,15,37,3
1,15,41,3
1,15,43,3
1,15,47,3
1,15,53,3
1,15,59,3
1,15,61,3
1,15,67,3
1,15,71,3
1,15,73,3
1,15,79,3
1,15,83,3
1,15,89,3
1,15,97,3
1,15,101,3
1,15,103,3
1,15,107,3
1,15,109,3
1,15,113,3
1,16,2,3
1,16,3,3
1,16,5,3
1,16,7,3
1,16,11,3
1,16,13,3
1,16,17,3
1,16,19,3
1,16,23,3
1,16,29,3
1,16,31,3
1,16,37,3
1,16,41,3
1,16,43,3
1,16,47,3
1,16,53,3
1,16,59,3
1,16,61,3
1,16,67,3
1,16,71,3
1,16,73,3
1,16,79,3
1,16,83,3
1,16,89,3
1,16,97,3
1,16,101,3
1,16,103,3
1,16,107,3
1,16,109,3
1,16,113,3
1,17,2,3
1,17,3,3
1,17,5,3
1,17,7,3
1,17,11,3
1,17,13,3
1,17,17,3
1,17,19,3
